key,group,A_l2_delta,A_l2_ratio,A_mad,A_cos,numel,B_l2_delta,B_l2_ratio,B_mad,B_cos,B_over_A_ratio
transformer_blocks.5.attn.to_out_control.bias,transformer_blocks.5.attn,0.00015114943380467594,0.00020910712191835046,2.627689809742151e-06,1.0,1536,0.554994523525238,0.7678050994873047,0.009153371676802635,0.751957893371582,3671.8266158112065
transformer_blocks.5.attn.to_out_control.weight,transformer_blocks.5.attn,0.008815286681056023,0.0002073223440675065,3.838854809146142e-06,0.9999999403953552,2359296,36.59202194213867,0.8605895638465881,0.01884664036333561,0.712662398815155,4150.973516947102
transformer_blocks.5.attn.to_q.bias,transformer_blocks.5.attn,0.0,0.0,0.0,0.9999998807907104,1536,0.9764528870582581,0.3536519408226013,0.02001476101577282,0.938909649848938,353651940822.6013
transformer_blocks.5.attn.to_q.weight,transformer_blocks.5.attn,0.0,0.0,0.0,0.9999999403953552,2359296,37.488304138183594,0.49105674028396606,0.019415516406297684,0.878015398979187,491056740283.96606
transformer_blocks.5.attn.to_q_control.bias,transformer_blocks.5.attn,8.679483289597556e-05,0.00021372089395299554,1.4532919294651947e-06,1.0,1536,0.9121400117874146,2.2460250854492188,0.01798383891582489,0.7479152083396912,10509.150665606167
transformer_blocks.5.attn.to_q_control.weight,transformer_blocks.5.attn,0.00662157591432333,0.0002072620263788849,2.90845150630048e-06,0.9999999403953552,2359296,36.564125061035156,1.1444940567016602,0.018949585035443306,0.6362773180007935,5521.966909111963
transformer_blocks.5.attn.to_v.bias,transformer_blocks.5.attn,0.0,0.0,0.0,1.0000001192092896,1536,0.4568330645561218,0.5788878202438354,0.00894161406904459,0.8255695700645447,578887820243.8354
transformer_blocks.5.attn.to_v.weight,transformer_blocks.5.attn,0.0,0.0,0.0,1.0000001192092896,2359296,32.993125915527344,0.42259085178375244,0.01698421500623226,0.9075025320053101,422590851783.75244
transformer_blocks.5.attn.to_v_control.bias,transformer_blocks.5.attn,8.474578498862684e-05,0.00019574296311475337,1.4833772183919791e-06,1.0000001192092896,1536,0.3753051459789276,0.8668672442436218,0.007515696343034506,0.7768961787223816,4428.599761754017
transformer_blocks.5.attn.to_v_control.weight,transformer_blocks.5.attn,0.005885569844394922,0.0002075273368973285,2.578694648036617e-06,1.0000001192092896,2359296,28.113569259643555,0.9912946820259094,0.014569535851478577,0.6352440118789673,4776.694444547541
transformer_blocks.5.attn2.add_k_proj.bias,transformer_blocks.5.attn2,0.0,0.0,0.0,1.0000001192092896,1536,0.0,0.0,0.0,1.0000001192092896,0.0
transformer_blocks.5.attn2.add_k_proj.weight,transformer_blocks.5.attn2,0.0,0.0,0.0,1.0,2359296,0.0,0.0,0.0,1.0,0.0
transformer_blocks.5.attn2.add_q_proj.bias,transformer_blocks.5.attn2,0.0,0.0,0.0,1.0000001192092896,1536,0.0,0.0,0.0,1.0000001192092896,0.0
transformer_blocks.5.attn2.add_q_proj.weight,transformer_blocks.5.attn2,0.0,0.0,0.0,1.0,2359296,0.0,0.0,0.0,1.0,0.0
transformer_blocks.5.attn2.add_v_proj.bias,transformer_blocks.5.attn2,0.0,0.0,0.0,1.0,1536,0.0,0.0,0.0,1.0,0.0
transformer_blocks.5.attn2.add_v_proj.weight,transformer_blocks.5.attn2,0.0,0.0,0.0,0.9999999403953552,2359296,0.0,0.0,0.0,0.9999999403953552,0.0
transformer_blocks.5.attn2.norm_added_k.weight,transformer_blocks.5.attn2,0.0,0.0,0.0,1.0,64,0.0,0.0,0.0,1.0,0.0
transformer_blocks.5.attn2.norm_added_q.weight,transformer_blocks.5.attn2,0.0,0.0,0.0,1.0,64,0.0,0.0,0.0,1.0,0.0
transformer_blocks.5.attn2.norm_k.weight,transformer_blocks.5.attn2,0.0,0.0,0.0,1.0,64,2.0003480911254883,0.20851993560791016,0.24544493854045868,0.9987453818321228,208519935607.91016
transformer_blocks.5.attn2.norm_q.weight,transformer_blocks.5.attn2,0.0,0.0,0.0,0.9999999403953552,64,2.1350297927856445,0.21617436408996582,0.2654496431350708,0.9995965361595154,216174364089.96582
transformer_blocks.5.attn2.to_add_out.bias,transformer_blocks.5.attn2,0.0,0.0,0.0,0.9999999403953552,1536,0.0,0.0,0.0,0.9999999403953552,0.0
transformer_blocks.5.attn2.to_add_out.weight,transformer_blocks.5.attn2,0.0,0.0,0.0,1.0,2359296,0.0,0.0,0.0,1.0,0.0
transformer_blocks.5.attn2.to_k.bias,transformer_blocks.5.attn2,0.0,0.0,0.0,1.0,1536,1.0272290706634521,0.516294002532959,0.019040394574403763,0.8778095245361328,516294002532.959
transformer_blocks.5.attn2.to_k.weight,transformer_blocks.5.attn2,0.0,0.0,0.0,1.0,2359296,40.50596618652344,0.5602090358734131,0.020785750821232796,0.8413939476013184,560209035873.4131
transformer_blocks.5.attn2.to_k_control.bias,transformer_blocks.5.attn2,0.0,0.0,0.0,0.0,1536,0.0,0.0,0.0,0.0,0.0
transformer_blocks.5.attn2.to_k_control.weight,transformer_blocks.5.attn2,0.0,0.0,0.0,0.0,2359296,0.0,0.0,0.0,0.0,0.0
transformer_blocks.5.attn2.to_out.0.bias,transformer_blocks.5.attn2,0.0,0.0,0.0,1.0000001192092896,1536,0.5283774733543396,1.1027107238769531,0.007299677934497595,0.7551820874214172,1102710723876.9531
transformer_blocks.5.attn2.to_out.0.weight,transformer_blocks.5.attn2,0.0,0.0,0.0,1.000000238418579,2359296,28.762907028198242,1.2034755945205688,0.014764204621315002,0.5366238355636597,1203475594520.5688
transformer_blocks.5.attn2.to_out_control.bias,transformer_blocks.5.attn2,0.0001562028337502852,0.000204359064809978,2.6129580419365084e-06,1.0,1536,0.4913633465766907,0.6428471803665161,0.00711855199187994,0.7919934391975403,3145.674882680583
transformer_blocks.5.attn2.to_out_control.weight,transformer_blocks.5.attn2,0.00947780255228281,0.00020749903342220932,4.110558165848488e-06,1.0,2359296,32.236629486083984,0.7057616710662842,0.016339663416147232,0.7705500721931458,3401.2768928371656
transformer_blocks.5.attn2.to_q.bias,transformer_blocks.5.attn2,0.0,0.0,0.0,1.0,1536,1.548274040222168,0.5598664879798889,0.03158732131123543,0.8650250434875488,559866487979.8889
transformer_blocks.5.attn2.to_q.weight,transformer_blocks.5.attn2,0.0,0.0,0.0,0.9999999403953552,2359296,35.980613708496094,0.47164303064346313,0.01852639950811863,0.8837137818336487,471643030643.46313
transformer_blocks.5.attn2.to_q_control.bias,transformer_blocks.5.attn2,3.910428858944215e-05,0.00021012099750805646,6.338061098176695e-07,1.0,1536,0.9532942175865173,5.122382640838623,0.018442584201693535,0.6231366395950317,24378.251946305216
transformer_blocks.5.attn2.to_q_control.weight,transformer_blocks.5.attn2,0.0064850421622395515,0.00020726195361930877,2.8153065159131074e-06,0.9999999403953552,2359296,33.556270599365234,1.0724585056304932,0.01726905070245266,0.6602450013160706,5174.410844481063
transformer_blocks.5.attn2.to_v.bias,transformer_blocks.5.attn2,0.0,0.0,0.0,1.0,1536,0.4298807382583618,0.5509909987449646,0.008572236634790897,0.8468946814537048,550990998744.9646
transformer_blocks.5.attn2.to_v.weight,transformer_blocks.5.attn2,0.0,0.0,0.0,1.0000001192092896,2359296,31.439620971679688,0.4028647243976593,0.016164055094122887,0.9172417521476746,402864724397.6593
transformer_blocks.5.attn2.to_v_control.bias,transformer_blocks.5.attn2,5.672283805324696e-05,0.00020747669623233378,8.80313905327057e-07,1.000000238418579,1536,0.4069662094116211,1.4885715246200562,0.008186661638319492,0.6067925095558167,7174.644403333373
transformer_blocks.5.attn2.to_v_control.weight,transformer_blocks.5.attn2,0.008518063463270664,0.00020739373576361686,3.676180085676606e-06,1.0,2359296,26.925186157226562,0.6555615663528442,0.01387101225554943,0.7726286053657532,3160.951611089586
transformer_blocks.5.ff.control_conv.bias,transformer_blocks.5.ff,0.0005999654531478882,0.0002086921303998679,4.794439519173466e-06,1.0,6144,1.9399138689041138,0.6747801303863525,0.019494561478495598,0.7406537532806396,3233.376006369063
transformer_blocks.5.ff.control_conv.weight,transformer_blocks.5.ff,0.00259218318387866,0.00020994934311602265,5.848756700288504e-06,1.0,55296,7.5752105712890625,0.6135409474372864,0.025340260937809944,0.8160604238510132,2922.3284789031304
transformer_blocks.5.ff.net.0.proj.bias,transformer_blocks.5.ff,0.0,0.0,0.0,1.0000001192092896,6144,0.8365131616592407,0.24853356182575226,0.008159052580595016,0.9715759754180908,248533561825.75226
transformer_blocks.5.ff.net.0.proj.weight,transformer_blocks.5.ff,0.0,0.0,0.0,1.0000001192092896,9437184,76.67320251464844,0.5177813768386841,0.019817570224404335,0.8669425249099731,517781376838.6841
transformer_blocks.5.ff.net.2.bias,transformer_blocks.5.ff,0.0,0.0,0.0,1.0,1536,0.35832640528678894,0.3326382637023926,0.006338796578347683,0.9468087553977966,332638263702.3926
transformer_blocks.5.ff.net.2.weight,transformer_blocks.5.ff,0.0,0.0,0.0,0.9999998807907104,9437184,78.07833862304688,0.5482978820800781,0.020200712606310844,0.8529648780822754,548297882080.0781
transformer_blocks.5.ff_context.net.0.proj.bias,transformer_blocks.5.ff_context,0.0,0.0,0.0,0.9999999403953552,6144,1.054877758026123,0.3930296301841736,0.01148577593266964,0.9208122491836548,393029630184.1736
transformer_blocks.5.ff_context.net.0.proj.weight,transformer_blocks.5.ff_context,0.0,0.0,0.0,0.9999999403953552,9437184,62.41624069213867,0.39925622940063477,0.01583077572286129,0.9169177412986755,399256229400.63477
transformer_blocks.5.ff_context.net.2.bias,transformer_blocks.5.ff_context,0.0,0.0,0.0,1.0000001192092896,1536,0.3952248990535736,0.19111651182174683,0.007483936380594969,0.9815940856933594,191116511821.74683
transformer_blocks.5.ff_context.net.2.weight,transformer_blocks.5.ff_context,0.0,0.0,0.0,0.9999999403953552,9437184,59.26079177856445,0.3729284703731537,0.01492603961378336,0.9280504584312439,372928470373.1537
transformer_blocks.5.norm1.linear.bias,transformer_blocks.5.norm1,0.0,0.0,0.0,1.0000001192092896,13824,1.274608850479126,0.40248721837997437,0.007130404002964497,0.9387916326522827,402487218379.97437
transformer_blocks.5.norm1.linear.weight,transformer_blocks.5.norm1,0.0,0.0,0.0,1.0,21233664,30.097444534301758,0.5818793773651123,0.003270180430263281,0.8337917327880859,581879377365.1123
transformer_blocks.5.norm1_context.linear.bias,transformer_blocks.5.norm1_context,0.0,0.0,0.0,1.0,9216,1.8282320499420166,0.38668403029441833,0.013406123965978622,0.9259674549102783,386684030294.41833
transformer_blocks.5.norm1_context.linear.weight,transformer_blocks.5.norm1_context,0.0,0.0,0.0,0.9999999403953552,14155776,20.257343292236328,0.32002678513526917,0.0028134372550994158,0.95151287317276,320026785135.26917
transformer_blocks.6.attn.add_k_proj.bias,transformer_blocks.6.attn,0.0,0.0,0.0,0.9999998807907104,1536,0.8690658807754517,0.409842312335968,0.017472557723522186,0.928645133972168,409842312335.968
transformer_blocks.6.attn.add_k_proj.weight,transformer_blocks.6.attn,0.0,0.0,0.0,1.0,2359296,36.9210205078125,0.48257380723953247,0.019081134349107742,0.8793229460716248,482573807239.5325
transformer_blocks.6.attn.add_q_proj.bias,transformer_blocks.6.attn,0.0,0.0,0.0,1.0000001192092896,1536,0.8510835766792297,0.3293702006340027,0.01749296300113201,0.948078989982605,329370200634.0027
transformer_blocks.6.attn.add_q_proj.weight,transformer_blocks.6.attn,0.0,0.0,0.0,1.0,2359296,37.50593948364258,0.5250455737113953,0.019430214539170265,0.8594644665718079,525045573711.39526
transformer_blocks.6.attn.add_v_proj.bias,transformer_blocks.6.attn,0.0,0.0,0.0,0.9999998807907104,1536,0.5039269924163818,0.31461846828460693,0.010113897733390331,0.9505627751350403,314618468284.60693
transformer_blocks.6.attn.add_v_proj.weight,transformer_blocks.6.attn,0.0,0.0,0.0,1.0000001192092896,2359296,34.894500732421875,0.45511293411254883,0.018014676868915558,0.8915870785713196,455112934112.5488
transformer_blocks.6.attn.norm_added_k.weight,transformer_blocks.6.attn,0.0,0.0,0.0,1.0,64,0.7146746516227722,0.08499320596456528,0.08507290482521057,0.9995952844619751,84993205964.56528
transformer_blocks.6.attn.norm_added_q.weight,transformer_blocks.6.attn,0.0,0.0,0.0,1.0,64,0.7965843081474304,0.09309074282646179,0.09286094456911087,0.9992371797561646,93090742826.46179
transformer_blocks.6.attn.norm_k.weight,transformer_blocks.6.attn,0.0,0.0,0.0,1.0000001192092896,64,0.8156436681747437,0.0803566426038742,0.07983596622943878,0.9968289136886597,80356642603.8742
transformer_blocks.6.attn.norm_q.weight,transformer_blocks.6.attn,0.0,0.0,0.0,1.0,64,0.9472692608833313,0.08954770117998123,0.09734316915273666,0.9981928467750549,89547701179.98123
transformer_blocks.6.attn.to_add_out.bias,transformer_blocks.6.attn,0.0,0.0,0.0,1.0000001192092896,1536,0.34619778394699097,0.14513690769672394,0.006424679420888424,0.9897139072418213,145136907696.72394
transformer_blocks.6.attn.to_add_out.weight,transformer_blocks.6.attn,0.0,0.0,0.0,1.0000001192092896,2359296,37.15003204345703,0.4591657221317291,0.01925847865641117,0.8913614749908447,459165722131.7291
transformer_blocks.6.attn.to_k.bias,transformer_blocks.6.attn,0.0,0.0,0.0,1.000000238418579,1536,1.4634284973144531,0.7005718946456909,0.027802294120192528,0.7688169479370117,700571894645.6909
transformer_blocks.6.attn.to_k.weight,transformer_blocks.6.attn,0.0,0.0,0.0,1.0000001192092896,2359296,38.939552307128906,0.5408726930618286,0.02013668790459633,0.8558823466300964,540872693061.8286
transformer_blocks.6.attn.to_k_control.bias,transformer_blocks.6.attn,0.0,0.0,0.0,0.0,1536,0.0,0.0,0.0,0.0,0.0
transformer_blocks.6.attn.to_k_control.weight,transformer_blocks.6.attn,0.0,0.0,0.0,0.0,2359296,0.0,0.0,0.0,0.0,0.0
transformer_blocks.6.attn.to_out.0.bias,transformer_blocks.6.attn,0.0,0.0,0.0,1.0,1536,0.44925907254219055,0.31355905532836914,0.007625723257660866,0.972471296787262,313559055328.36914
transformer_blocks.6.attn.to_out.0.weight,transformer_blocks.6.attn,0.0,0.0,0.0,1.0,2359296,34.04286575317383,0.4698450267314911,0.01759222336113453,0.8885676264762878,469845026731.4911
transformer_blocks.6.attn.to_out_control.bias,transformer_blocks.6.attn,0.00014160983846522868,0.00020423761452548206,2.444596020723111e-06,0.9999999403953552,1536,0.5623998045921326,0.8111244440078735,0.009053594432771206,0.7296181321144104,3971.474313979504
transformer_blocks.6.attn.to_out_control.weight,transformer_blocks.6.attn,0.008921516127884388,0.00020737027807626873,3.869305601256201e-06,1.0,2359296,37.27116394042969,0.8663249015808105,0.019209735095500946,0.7115576267242432,4177.671484264072
transformer_blocks.6.attn.to_q.bias,transformer_blocks.6.attn,0.0,0.0,0.0,1.0000001192092896,1536,0.9476465582847595,0.27845853567123413,0.018385134637355804,0.9604613184928894,278458535671.23413
transformer_blocks.6.attn.to_q.weight,transformer_blocks.6.attn,0.0,0.0,0.0,1.0,2359296,38.52866744995117,0.5128138065338135,0.01995009183883667,0.8681008815765381,512813806533.8135
transformer_blocks.6.attn.to_q_control.bias,transformer_blocks.6.attn,6.347228190861642e-05,0.00021142968034837395,1.0244273198622977e-06,0.9999999403953552,1536,0.9377113580703735,3.123568296432495,0.018393486738204956,0.6287116408348083,14773.556278911346
transformer_blocks.6.attn.to_q_control.weight,transformer_blocks.6.attn,0.0066909827291965485,0.00020730854885187,2.922146677519777e-06,1.0000001192092896,2359296,36.40182876586914,1.1278477907180786,0.018845409154891968,0.6376014947891235,5440.430660114933
transformer_blocks.6.attn.to_v.bias,transformer_blocks.6.attn,0.0,0.0,0.0,1.0,1536,0.41045081615448,0.5143000483512878,0.008235588669776917,0.8579102754592896,514300048351.28784
transformer_blocks.6.attn.to_v.weight,transformer_blocks.6.attn,0.0,0.0,0.0,1.0000001192092896,2359296,33.688602447509766,0.43953177332878113,0.017371734604239464,0.9006226062774658,439531773328.7811
transformer_blocks.6.attn.to_v_control.bias,transformer_blocks.6.attn,9.394892549607903e-05,0.0001997143408516422,1.601402800588403e-06,1.0,1536,0.33635658025741577,0.715018630027771,0.006761640310287476,0.8020849227905273,3580.2067262596624
transformer_blocks.6.attn.to_v_control.weight,transformer_blocks.6.attn,0.0058908904902637005,0.00020771415438503027,2.585680022093584e-06,1.0,2359296,28.651304244995117,1.0102516412734985,0.014848017133772373,0.603204071521759,4863.662947769934
transformer_blocks.6.attn2.add_k_proj.bias,transformer_blocks.6.attn2,0.0,0.0,0.0,1.0,1536,0.0,0.0,0.0,1.0,0.0
transformer_blocks.6.attn2.add_k_proj.weight,transformer_blocks.6.attn2,0.0,0.0,0.0,1.0000001192092896,2359296,0.0,0.0,0.0,1.0000001192092896,0.0
transformer_blocks.6.attn2.add_q_proj.bias,transformer_blocks.6.attn2,0.0,0.0,0.0,0.9999998807907104,1536,0.0,0.0,0.0,0.9999998807907104,0.0
transformer_blocks.6.attn2.add_q_proj.weight,transformer_blocks.6.attn2,0.0,0.0,0.0,1.0,2359296,0.0,0.0,0.0,1.0,0.0
transformer_blocks.6.attn2.add_v_proj.bias,transformer_blocks.6.attn2,0.0,0.0,0.0,0.9999998807907104,1536,0.0,0.0,0.0,0.9999998807907104,0.0
transformer_blocks.6.attn2.add_v_proj.weight,transformer_blocks.6.attn2,0.0,0.0,0.0,1.0000001192092896,2359296,0.0,0.0,0.0,1.0000001192092896,0.0
transformer_blocks.6.attn2.norm_added_k.weight,transformer_blocks.6.attn2,0.0,0.0,0.0,1.0,64,0.0,0.0,0.0,1.0,0.0
transformer_blocks.6.attn2.norm_added_q.weight,transformer_blocks.6.attn2,0.0,0.0,0.0,1.0,64,0.0,0.0,0.0,1.0,0.0
transformer_blocks.6.attn2.norm_k.weight,transformer_blocks.6.attn2,0.0,0.0,0.0,1.0,64,1.8209013938903809,0.18840380012989044,0.22144612669944763,0.9985557198524475,188403800129.89044
transformer_blocks.6.attn2.norm_q.weight,transformer_blocks.6.attn2,0.0,0.0,0.0,0.9999999403953552,64,1.8323068618774414,0.1832340955734253,0.2274816334247589,0.9996644258499146,183234095573.4253
transformer_blocks.6.attn2.to_add_out.bias,transformer_blocks.6.attn2,0.0,0.0,0.0,1.0000001192092896,1536,0.0,0.0,0.0,1.0000001192092896,0.0
transformer_blocks.6.attn2.to_add_out.weight,transformer_blocks.6.attn2,0.0,0.0,0.0,0.9999999403953552,2359296,0.0,0.0,0.0,0.9999999403953552,0.0
transformer_blocks.6.attn2.to_k.bias,transformer_blocks.6.attn2,0.0,0.0,0.0,1.0,1536,1.036847472190857,0.5000953078269958,0.020487859845161438,0.8689996004104614,500095307826.99585
transformer_blocks.6.attn2.to_k.weight,transformer_blocks.6.attn2,0.0,0.0,0.0,1.0000001192092896,2359296,37.61029815673828,0.5231163501739502,0.019285645335912704,0.8590927124023438,523116350173.9502
transformer_blocks.6.attn2.to_k_control.bias,transformer_blocks.6.attn2,0.0,0.0,0.0,0.0,1536,0.0,0.0,0.0,0.0,0.0
transformer_blocks.6.attn2.to_k_control.weight,transformer_blocks.6.attn2,0.0,0.0,0.0,0.0,2359296,0.0,0.0,0.0,0.0,0.0
transformer_blocks.6.attn2.to_out.0.bias,transformer_blocks.6.attn2,0.0,0.0,0.0,1.0,1536,0.43436920642852783,0.9029695391654968,0.004882376175373793,0.8107479810714722,902969539165.4968
transformer_blocks.6.attn2.to_out.0.weight,transformer_blocks.6.attn2,0.0,0.0,0.0,0.9999998807907104,2359296,25.860994338989258,1.065494418144226,0.01317971758544445,0.594230592250824,1065494418144.2261
transformer_blocks.6.attn2.to_out_control.bias,transformer_blocks.6.attn2,0.00015413365326821804,0.00020994551596231759,2.5938547878467944e-06,0.9999998807907104,1536,0.47144827246665955,0.6421598792076111,0.00611528567969799,0.7913637161254883,3058.697744533741
transformer_blocks.6.attn2.to_out_control.weight,transformer_blocks.6.attn2,0.009464786387979984,0.00020757870515808463,4.123920007259585e-06,1.0,2359296,27.891775131225586,0.6117135882377625,0.014067742973566055,0.8094977736473083,2946.899513729038
transformer_blocks.6.attn2.to_q.bias,transformer_blocks.6.attn2,0.0,0.0,0.0,0.9999999403953552,1536,1.348549246788025,0.3941289186477661,0.02755621075630188,0.919765293598175,394128918647.7661
transformer_blocks.6.attn2.to_q.weight,transformer_blocks.6.attn2,0.0,0.0,0.0,1.0,2359296,32.82221221923828,0.4375414252281189,0.016789376735687256,0.8992951512336731,437541425228.1189
transformer_blocks.6.attn2.to_q_control.bias,transformer_blocks.6.attn2,3.710668897838332e-05,0.00020130576740484685,6.261979592636635e-07,1.0000001192092896,1536,0.9459578394889832,5.131871700286865,0.01795133203268051,0.5285583734512329,25492.91925885669
transformer_blocks.6.attn2.to_q_control.weight,transformer_blocks.6.attn2,0.006516355089843273,0.0002072118950309232,2.81894745057798e-06,0.9999999403953552,2359296,30.73025894165039,0.9771835803985596,0.015758389607071877,0.6800852417945862,4715.866217703688
transformer_blocks.6.attn2.to_v.bias,transformer_blocks.6.attn2,0.0,0.0,0.0,0.9999998807907104,1536,0.450552374124527,0.5694572329521179,0.009076124988496304,0.8230167031288147,569457232952.1179
transformer_blocks.6.attn2.to_v.weight,transformer_blocks.6.attn2,0.0,0.0,0.0,1.0000001192092896,2359296,31.45772361755371,0.4101862907409668,0.016148338094353676,0.9133934378623962,410186290740.9668
transformer_blocks.6.attn2.to_v_control.bias,transformer_blocks.6.attn2,5.49914657312911e-05,0.00021582153567578644,8.29713826533407e-07,1.0,1536,0.655958354473114,2.5743982791900635,0.013132002204656601,0.41214707493782043,11928.365995546596
transformer_blocks.6.attn2.to_v_control.weight,transformer_blocks.6.attn2,0.007985741831362247,0.0002073790383292362,3.464924702711869e-06,1.0000001192092896,2359296,24.031801223754883,0.6240737438201904,0.012383658438920975,0.7931697964668274,3009.338580402078
transformer_blocks.6.ff.control_conv.bias,transformer_blocks.6.ff,0.0005924978759139776,0.00020866727572865784,4.743483714264585e-06,1.0,6144,1.894237756729126,0.6671170592308044,0.019071480259299278,0.7485156059265137,3197.0372628109553
transformer_blocks.6.ff.control_conv.weight,transformer_blocks.6.ff,0.002793284133076668,0.00021239815396256745,5.992430033074925e-06,0.9999999403953552,55296,7.51527214050293,0.5714527368545532,0.02516981028020382,0.8389452695846558,2690.4788177433306
transformer_blocks.6.ff.net.0.proj.bias,transformer_blocks.6.ff,0.0,0.0,0.0,0.9999999403953552,6144,0.8179736733436584,0.2492796629667282,0.00808827206492424,0.9706109762191772,249279662966.7282
transformer_blocks.6.ff.net.0.proj.weight,transformer_blocks.6.ff,0.0,0.0,0.0,0.9999998807907104,9437184,77.1651840209961,0.5229858756065369,0.019946718588471413,0.864587128162384,522985875606.53687
transformer_blocks.6.ff.net.2.bias,transformer_blocks.6.ff,0.0,0.0,0.0,1.0000001192092896,1536,0.37605711817741394,0.3270961046218872,0.0069459788501262665,0.945763885974884,327096104621.8872
transformer_blocks.6.ff.net.2.weight,transformer_blocks.6.ff,0.0,0.0,0.0,1.0,9437184,77.97154998779297,0.5489529371261597,0.020169496536254883,0.8531696200370789,548952937126.15967
transformer_blocks.6.ff_context.net.0.proj.bias,transformer_blocks.6.ff_context,0.0,0.0,0.0,1.0,6144,1.2272560596466064,0.37793636322021484,0.013551203534007072,0.9342781901359558,377936363220.21484
transformer_blocks.6.ff_context.net.0.proj.weight,transformer_blocks.6.ff_context,0.0,0.0,0.0,0.9999999403953552,9437184,66.37763977050781,0.4296777844429016,0.01698518730700016,0.9038752913475037,429677784442.9016
transformer_blocks.6.ff_context.net.2.bias,transformer_blocks.6.ff_context,0.0,0.0,0.0,1.0000001192092896,1536,0.3863358497619629,0.20575310289859772,0.007379212882369757,0.9788872003555298,205753102898.59772
transformer_blocks.6.ff_context.net.2.weight,transformer_blocks.6.ff_context,0.0,0.0,0.0,0.9999998211860657,9437184,63.31932067871094,0.40174466371536255,0.01609068177640438,0.915797233581543,401744663715.36255
transformer_blocks.6.norm1.linear.bias,transformer_blocks.6.norm1,0.0,0.0,0.0,1.0,13824,1.2699435949325562,0.4053330719470978,0.00709681399166584,0.9384146928787231,405333071947.0978
transformer_blocks.6.norm1.linear.weight,transformer_blocks.6.norm1,0.0,0.0,0.0,0.9999998807907104,21233664,29.512414932250977,0.599553108215332,0.0031469259411096573,0.8259518146514893,599553108215.332
transformer_blocks.6.norm1_context.linear.bias,transformer_blocks.6.norm1_context,0.0,0.0,0.0,1.0,9216,2.0795085430145264,0.34198427200317383,0.014807992614805698,0.9480081796646118,341984272003.1738
transformer_blocks.6.norm1_context.linear.weight,transformer_blocks.6.norm1_context,0.0,0.0,0.0,0.9999999403953552,14155776,20.38591957092285,0.337380051612854,0.0026856225449591875,0.9444254040718079,337380051612.854
transformer_blocks.7.attn.add_k_proj.bias,transformer_blocks.7.attn,0.0,0.0,0.0,0.9999999403953552,1536,1.0350157022476196,0.4113815128803253,0.02048145979642868,0.9240642189979553,411381512880.3253
transformer_blocks.7.attn.add_k_proj.weight,transformer_blocks.7.attn,0.0,0.0,0.0,1.0,2359296,37.8619499206543,0.475858211517334,0.01958514004945755,0.8823297619819641,475858211517.334
transformer_blocks.7.attn.add_q_proj.bias,transformer_blocks.7.attn,0.0,0.0,0.0,0.9999998211860657,1536,0.8856877684593201,0.35403168201446533,0.017950739711523056,0.9402735233306885,354031682014.46533
transformer_blocks.7.attn.add_q_proj.weight,transformer_blocks.7.attn,0.0,0.0,0.0,1.0000001192092896,2359296,37.28889465332031,0.55108243227005,0.019315848127007484,0.8477611541748047,551082432270.05
transformer_blocks.7.attn.add_v_proj.bias,transformer_blocks.7.attn,0.0,0.0,0.0,1.0,1536,0.4293910562992096,0.3430413603782654,0.008689935319125652,0.9420246481895447,343041360378.2654
transformer_blocks.7.attn.add_v_proj.weight,transformer_blocks.7.attn,0.0,0.0,0.0,0.9999999403953552,2359296,35.320701599121094,0.4688260555267334,0.018229791894555092,0.8854712843894958,468826055526.7334
transformer_blocks.7.attn.norm_added_k.weight,transformer_blocks.7.attn,0.0,0.0,0.0,1.0000001192092896,64,0.4773423671722412,0.0527920201420784,0.05550795793533325,0.9997863173484802,52792020142.0784
transformer_blocks.7.attn.norm_added_q.weight,transformer_blocks.7.attn,0.0,0.0,0.0,0.9999998807907104,64,0.9588707685470581,0.10995589196681976,0.11008475720882416,0.9987737536430359,109955891966.81976
transformer_blocks.7.attn.norm_k.weight,transformer_blocks.7.attn,0.0,0.0,0.0,1.0,64,1.092282772064209,0.09954003989696503,0.11713260412216187,0.9950886368751526,99540039896.96503
transformer_blocks.7.attn.norm_q.weight,transformer_blocks.7.attn,0.0,0.0,0.0,1.0,64,1.2574876546859741,0.11077671498060226,0.1339700073003769,0.997116208076477,110776714980.60226
transformer_blocks.7.attn.to_add_out.bias,transformer_blocks.7.attn,0.0,0.0,0.0,1.0000001192092896,1536,0.3441453278064728,0.19581253826618195,0.006403273902833462,0.981131911277771,195812538266.18195
transformer_blocks.7.attn.to_add_out.weight,transformer_blocks.7.attn,0.0,0.0,0.0,1.0,2359296,37.203956604003906,0.453326940536499,0.019250400364398956,0.8939822316169739,453326940536.499
transformer_blocks.7.attn.to_k.bias,transformer_blocks.7.attn,0.0,0.0,0.0,1.0000001192092896,1536,1.5876673460006714,0.6273893117904663,0.030179252848029137,0.8121860027313232,627389311790.4663
transformer_blocks.7.attn.to_k.weight,transformer_blocks.7.attn,0.0,0.0,0.0,1.0000001192092896,2359296,39.09400177001953,0.5652427673339844,0.02020464651286602,0.8458310961723328,565242767333.9844
transformer_blocks.7.attn.to_k_control.bias,transformer_blocks.7.attn,0.0,0.0,0.0,0.0,1536,0.0,0.0,0.0,0.0,0.0
transformer_blocks.7.attn.to_k_control.weight,transformer_blocks.7.attn,0.0,0.0,0.0,0.0,2359296,0.0,0.0,0.0,0.0,0.0
