key,group,A_l2_delta,A_l2_ratio,A_mad,A_cos,numel,B_l2_delta,B_l2_ratio,B_mad,B_cos,B_over_A_ratio
transformer_blocks.13.attn.norm_k.weight,transformer_blocks.13.attn,0.0,0.0,0.0,1.0,64,0.9610221982002258,0.09083690494298935,0.0999014675617218,0.9961293935775757,90836904942.98935
transformer_blocks.13.attn.norm_q.weight,transformer_blocks.13.attn,0.0,0.0,0.0,1.0,64,0.9128634929656982,0.08438072353601456,0.10037128627300262,0.9986231923103333,84380723536.01456
transformer_blocks.13.attn.to_add_out.bias,transformer_blocks.13.attn,0.0,0.0,0.0,0.9999999403953552,1536,0.3524538278579712,0.26139089465141296,0.006145556923002005,0.9667991995811462,261390894651.41296
transformer_blocks.13.attn.to_add_out.weight,transformer_blocks.13.attn,0.0,0.0,0.0,1.000000238418579,2359296,36.18791198730469,0.4294973611831665,0.01870456337928772,0.9047444462776184,429497361183.1665
transformer_blocks.13.attn.to_k.bias,transformer_blocks.13.attn,0.0,0.0,0.0,1.0000001192092896,1536,1.0431544780731201,0.8485797643661499,0.019797973334789276,0.7713545560836792,848579764366.1499
transformer_blocks.13.attn.to_k.weight,transformer_blocks.13.attn,0.0,0.0,0.0,0.9999997615814209,2359296,41.95735549926758,0.6182018518447876,0.02171868272125721,0.8164042234420776,618201851844.7876
transformer_blocks.13.attn.to_k_control.bias,transformer_blocks.13.attn,0.0,0.0,0.0,0.0,1536,0.0,0.0,0.0,0.0,0.0
transformer_blocks.13.attn.to_k_control.weight,transformer_blocks.13.attn,0.0,0.0,0.0,0.0,2359296,0.0,0.0,0.0,0.0,0.0
transformer_blocks.13.attn.to_out.0.bias,transformer_blocks.13.attn,0.0,0.0,0.0,1.0,1536,0.5483992099761963,0.4736101031303406,0.008895670995116234,0.9517471790313721,473610103130.3406
transformer_blocks.13.attn.to_out.0.weight,transformer_blocks.13.attn,0.0,0.0,0.0,1.0,2359296,36.07515335083008,0.4857865273952484,0.018636953085660934,0.881118893623352,485786527395.2484
transformer_blocks.13.attn.to_out_control.bias,transformer_blocks.13.attn,0.00013538320490624756,0.000209174701012671,2.293833858857397e-06,1.0,1536,0.6357574462890625,0.9822812080383301,0.009004577994346619,0.6406563520431519,4695.9847370970665
transformer_blocks.13.attn.to_out_control.weight,transformer_blocks.13.attn,0.008564425632357597,0.00020740875334013253,3.750122687051771e-06,1.0,2359296,38.021575927734375,0.9207864999771118,0.019558431580662727,0.6817461848258972,4439.477508587227
transformer_blocks.13.attn.to_q.bias,transformer_blocks.13.attn,0.0,0.0,0.0,1.0,1536,0.6371280550956726,0.27379176020622253,0.0125221973285079,0.9629031419754028,273791760206.22253
transformer_blocks.13.attn.to_q.weight,transformer_blocks.13.attn,0.0,0.0,0.0,0.9999998807907104,2359296,40.51213073730469,0.5893486738204956,0.020961085334420204,0.8324902057647705,589348673820.4956
transformer_blocks.13.attn.to_q_control.bias,transformer_blocks.13.attn,2.5435465431655757e-05,0.00020516895165201277,4.217480977786181e-07,1.0000001192092896,1536,0.9351810812950134,7.54340934753418,0.018397413194179535,0.48501092195510864,36766.817055056876
transformer_blocks.13.attn.to_q_control.weight,transformer_blocks.13.attn,0.006861591245979071,0.00020699831657111645,2.9808572890033247e-06,1.0000001192092896,2359296,37.33690643310547,1.1263680458068848,0.01934361830353737,0.6218181252479553,5441.435751862617
transformer_blocks.13.attn.to_v.bias,transformer_blocks.13.attn,0.0,0.0,0.0,1.0,1536,0.40823298692703247,0.6470389366149902,0.008234224282205105,0.7858914136886597,647038936614.9902
transformer_blocks.13.attn.to_v.weight,transformer_blocks.13.attn,0.0,0.0,0.0,1.0,2359296,37.2136116027832,0.4638124108314514,0.019200341776013374,0.8895357251167297,463812410831.4514
transformer_blocks.13.attn.to_v_control.bias,transformer_blocks.13.attn,8.040229295147583e-05,0.00021235681197140366,1.310252969233261e-06,1.0,1536,0.41052141785621643,1.08426034450531,0.008214622735977173,0.6479518413543701,5105.842046383124
transformer_blocks.13.attn.to_v_control.weight,transformer_blocks.13.attn,0.006154270842671394,0.0002076518867397681,2.7003686682292027e-06,0.9999999403953552,2359296,29.526798248291016,0.996266782283783,0.015298306941986084,0.5966429710388184,4797.7737796071315
transformer_blocks.13.ff.control_conv.bias,transformer_blocks.13.ff,0.0006533897249028087,0.00020621501607820392,5.273284386930754e-06,0.9999998807907104,6144,1.9960048198699951,0.6299550533294678,0.01996689848601818,0.777287483215332,3054.845676396918
transformer_blocks.13.ff.control_conv.weight,transformer_blocks.13.ff,0.0023628179915249348,0.00020602514268830419,5.5746604630257934e-06,1.0,55296,7.395245552062988,0.6448259949684143,0.02448394149541855,0.8186647891998291,3129.841258327055
transformer_blocks.13.ff.net.0.proj.bias,transformer_blocks.13.ff,0.0,0.0,0.0,1.0,6144,0.9693711400032043,0.3096425533294678,0.009645909070968628,0.9517123699188232,309642553329.4678
transformer_blocks.13.ff.net.0.proj.weight,transformer_blocks.13.ff,0.0,0.0,0.0,1.0,9437184,79.94353485107422,0.5551629662513733,0.020658811554312706,0.8489255309104919,555162966251.3733
transformer_blocks.13.ff.net.2.bias,transformer_blocks.13.ff,0.0,0.0,0.0,1.0000001192092896,1536,0.4149607717990875,0.48149076104164124,0.006096735596656799,0.9170658588409424,481490761041.64124
transformer_blocks.13.ff.net.2.weight,transformer_blocks.13.ff,0.0,0.0,0.0,0.9999998807907104,9437184,78.06517791748047,0.5621225833892822,0.020183110609650612,0.8475888967514038,562122583389.2822
transformer_blocks.13.ff_context.net.0.proj.bias,transformer_blocks.13.ff_context,0.0,0.0,0.0,0.9999998807907104,6144,0.8472049236297607,0.286247193813324,0.00845758430659771,0.9768110513687134,286247193813.324
transformer_blocks.13.ff_context.net.0.proj.weight,transformer_blocks.13.ff_context,0.0,0.0,0.0,0.9999998211860657,9437184,75.1847915649414,0.5414273738861084,0.019449420273303986,0.8549933433532715,541427373886.1084
transformer_blocks.13.ff_context.net.2.bias,transformer_blocks.13.ff_context,0.0,0.0,0.0,0.9999998211860657,1536,0.36558473110198975,0.32055413722991943,0.006972718983888626,0.9604652523994446,320554137229.91943
transformer_blocks.13.ff_context.net.2.weight,transformer_blocks.13.ff_context,0.0,0.0,0.0,1.0000001192092896,9437184,76.36417388916016,0.49306899309158325,0.01977732963860035,0.8774824142456055,493068993091.58325
transformer_blocks.13.norm1.linear.bias,transformer_blocks.13.norm1,0.0,0.0,0.0,1.0,9216,1.703589677810669,0.2518649697303772,0.012582741677761078,0.9753395318984985,251864969730.3772
transformer_blocks.13.norm1.linear.weight,transformer_blocks.13.norm1,0.0,0.0,0.0,0.9999998807907104,14155776,26.518362045288086,0.6031885743141174,0.003472992219030857,0.8185886144638062,603188574314.1174
transformer_blocks.13.norm1_context.linear.bias,transformer_blocks.13.norm1_context,0.0,0.0,0.0,0.9999997615814209,9216,3.4031715393066406,0.14284971356391907,0.02342562936246395,0.9965003132820129,142849713563.91907
transformer_blocks.13.norm1_context.linear.weight,transformer_blocks.13.norm1_context,0.0,0.0,0.0,1.0000001192092896,14155776,20.79135513305664,0.2540820240974426,0.0020447170827537775,0.9706379771232605,254082024097.44263
transformer_blocks.14.attn.add_k_proj.bias,transformer_blocks.14.attn,0.0,0.0,0.0,0.9999999403953552,1536,0.9630124568939209,0.4910806715488434,0.018488842993974686,0.9138258099555969,491080671548.8434
transformer_blocks.14.attn.add_k_proj.weight,transformer_blocks.14.attn,0.0,0.0,0.0,0.9999998807907104,2359296,41.792938232421875,0.5956037640571594,0.02165987156331539,0.8264150619506836,595603764057.1594
transformer_blocks.14.attn.add_q_proj.bias,transformer_blocks.14.attn,0.0,0.0,0.0,1.0000001192092896,1536,0.8887842893600464,0.36916878819465637,0.018107378855347633,0.9350060820579529,369168788194.6564
transformer_blocks.14.attn.add_q_proj.weight,transformer_blocks.14.attn,0.0,0.0,0.0,0.9999999403953552,2359296,38.992095947265625,0.6349258422851562,0.020224744454026222,0.8115787506103516,634925842285.1562
transformer_blocks.14.attn.add_v_proj.bias,transformer_blocks.14.attn,0.0,0.0,0.0,1.0,1536,0.4220844507217407,0.40973207354545593,0.008246596902608871,0.9129948019981384,409732073545.45593
transformer_blocks.14.attn.add_v_proj.weight,transformer_blocks.14.attn,0.0,0.0,0.0,1.0,2359296,39.78169250488281,0.5234512090682983,0.020558075979351997,0.8605984449386597,523451209068.29834
transformer_blocks.14.attn.norm_added_k.weight,transformer_blocks.14.attn,0.0,0.0,0.0,0.9999999403953552,64,0.24069614708423615,0.023989545181393623,0.023287540301680565,0.9997191429138184,23989545181.393623
transformer_blocks.14.attn.norm_added_q.weight,transformer_blocks.14.attn,0.0,0.0,0.0,1.0,64,0.45417875051498413,0.044021569192409515,0.04454122483730316,0.9990735054016113,44021569192.409515
transformer_blocks.14.attn.norm_k.weight,transformer_blocks.14.attn,0.0,0.0,0.0,1.0000001192092896,64,0.9557284116744995,0.0861167311668396,0.1001947671175003,0.997019350528717,86116731166.8396
transformer_blocks.14.attn.norm_q.weight,transformer_blocks.14.attn,0.0,0.0,0.0,1.0,64,0.9327379465103149,0.08185996860265732,0.10025337338447571,0.9982498288154602,81859968602.65732
transformer_blocks.14.attn.to_add_out.bias,transformer_blocks.14.attn,0.0,0.0,0.0,1.0,1536,0.3533857464790344,0.3085060715675354,0.006738811731338501,0.9583626389503479,308506071567.5354
transformer_blocks.14.attn.to_add_out.weight,transformer_blocks.14.attn,0.0,0.0,0.0,0.9999999403953552,2359296,35.39939498901367,0.4067419767379761,0.018297292292118073,0.9140241742134094,406741976737.9761
transformer_blocks.14.attn.to_k.bias,transformer_blocks.14.attn,0.0,0.0,0.0,1.0,1536,1.4069887399673462,0.7962787747383118,0.024289872497320175,0.7436476945877075,796278774738.3118
transformer_blocks.14.attn.to_k.weight,transformer_blocks.14.attn,0.0,0.0,0.0,1.0,2359296,41.49877166748047,0.6107015609741211,0.021375954151153564,0.8217821717262268,610701560974.1211
transformer_blocks.14.attn.to_k_control.bias,transformer_blocks.14.attn,0.0,0.0,0.0,0.0,1536,0.0,0.0,0.0,0.0,0.0
transformer_blocks.14.attn.to_k_control.weight,transformer_blocks.14.attn,0.0,0.0,0.0,0.0,2359296,0.0,0.0,0.0,0.0,0.0
transformer_blocks.14.attn.to_out.0.bias,transformer_blocks.14.attn,0.0,0.0,0.0,1.0,1536,0.5218569040298462,0.5006372928619385,0.0087235476821661,0.9462875723838806,500637292861.9385
transformer_blocks.14.attn.to_out.0.weight,transformer_blocks.14.attn,0.0,0.0,0.0,0.9999998807907104,2359296,35.23843765258789,0.48973479866981506,0.01814408414065838,0.8792808055877686,489734798669.81506
transformer_blocks.14.attn.to_out_control.bias,transformer_blocks.14.attn,0.00012493172835092992,0.00020095540094189346,2.2235078631638316e-06,1.0,1536,0.6072943210601807,0.9768460988998413,0.009563527069985867,0.6446478962898254,4861.009405371933
transformer_blocks.14.attn.to_out_control.weight,transformer_blocks.14.attn,0.00848182663321495,0.00020718079758808017,3.7150700791244162e-06,1.0,2359296,38.21406936645508,0.9334335327148438,0.019684532657265663,0.6784041523933411,4505.40561227737
transformer_blocks.14.attn.to_q.bias,transformer_blocks.14.attn,0.0,0.0,0.0,1.0,1536,0.7335536479949951,0.3038366734981537,0.014125167392194271,0.9528697729110718,303836673498.1537
transformer_blocks.14.attn.to_q.weight,transformer_blocks.14.attn,0.0,0.0,0.0,1.0,2359296,40.300872802734375,0.5819692015647888,0.020811399444937706,0.8366217613220215,581969201564.7888
transformer_blocks.14.attn.to_q_control.bias,transformer_blocks.14.attn,3.599967385525815e-05,0.00021129519154783338,6.046676617188496e-07,1.0,1536,0.8680750727653503,5.095048427581787,0.017176898196339607,0.5483887195587158,24113.413874422917
transformer_blocks.14.attn.to_q_control.weight,transformer_blocks.14.attn,0.006763273384422064,0.00020719013991765678,2.934850954261492e-06,1.0,2359296,37.30024719238281,1.1426780223846436,0.019293932244181633,0.6124672889709473,5515.117743168948
transformer_blocks.14.attn.to_v.bias,transformer_blocks.14.attn,0.0,0.0,0.0,1.0,1536,0.4280376136302948,0.7303301692008972,0.007856624200940132,0.7365129590034485,730330169200.8972
transformer_blocks.14.attn.to_v.weight,transformer_blocks.14.attn,0.0,0.0,0.0,0.9999998807907104,2359296,37.0880126953125,0.45047444105148315,0.0191211961209774,0.8949472904205322,450474441051.48315
transformer_blocks.14.attn.to_v_control.bias,transformer_blocks.14.attn,0.00010423090134281665,0.00021489184291567653,1.5541921811745851e-06,0.9999999403953552,1536,0.39403036236763,0.812368631362915,0.007820243947207928,0.7827284336090088,3780.3604667364116
transformer_blocks.14.attn.to_v_control.weight,transformer_blocks.14.attn,0.006200112402439117,0.0002073048090096563,2.7135586151416646e-06,0.9999999403953552,2359296,29.263648986816406,0.9784492254257202,0.015139705501496792,0.6178287267684937,4719.857804457812
transformer_blocks.14.ff.control_conv.bias,transformer_blocks.14.ff,0.0004950369475409389,0.00020381485228426754,4.108022949367296e-06,1.0000001192092896,6144,1.9353680610656738,0.7968228459358215,0.019575849175453186,0.6708228588104248,3909.542573055093
transformer_blocks.14.ff.control_conv.weight,transformer_blocks.14.ff,0.002313321689143777,0.00021032750373706222,5.448635420179926e-06,0.9999999403953552,55296,7.651703834533691,0.6956939101219177,0.02531573176383972,0.8038125038146973,3307.6696792063835
transformer_blocks.14.ff.net.0.proj.bias,transformer_blocks.14.ff,0.0,0.0,0.0,1.0,6144,1.0216096639633179,0.3246424198150635,0.010349953547120094,0.9469959139823914,324642419815.0635
transformer_blocks.14.ff.net.0.proj.weight,transformer_blocks.14.ff,0.0,0.0,0.0,0.9999998807907104,9437184,80.02201080322266,0.5599033832550049,0.020677732303738594,0.8465735912322998,559903383255.0049
transformer_blocks.14.ff.net.2.bias,transformer_blocks.14.ff,0.0,0.0,0.0,0.9999999403953552,1536,0.44931769371032715,0.49294376373291016,0.00721669290214777,0.9259358048439026,492943763732.91016
transformer_blocks.14.ff.net.2.weight,transformer_blocks.14.ff,0.0,0.0,0.0,0.9999998211860657,9437184,77.66354370117188,0.5670483708381653,0.020072409883141518,0.8454475998878479,567048370838.1653
transformer_blocks.14.ff_context.net.0.proj.bias,transformer_blocks.14.ff_context,0.0,0.0,0.0,1.0000001192092896,6144,0.6840764284133911,0.2701971232891083,0.006686208304017782,0.9681857228279114,270197123289.10828
transformer_blocks.14.ff_context.net.0.proj.weight,transformer_blocks.14.ff_context,0.0,0.0,0.0,1.0,9437184,74.69039916992188,0.5596776008605957,0.019320806488394737,0.8483957648277283,559677600860.5957
transformer_blocks.14.ff_context.net.2.bias,transformer_blocks.14.ff_context,0.0,0.0,0.0,1.0,1536,0.3444274067878723,0.4172492027282715,0.0066379583440721035,0.9324639439582825,417249202728.2715
transformer_blocks.14.ff_context.net.2.weight,transformer_blocks.14.ff_context,0.0,0.0,0.0,1.0,9437184,71.56388092041016,0.5313984751701355,0.018460990861058235,0.8620072603225708,531398475170.1355
transformer_blocks.14.norm1.linear.bias,transformer_blocks.14.norm1,0.0,0.0,0.0,1.0000001192092896,9216,1.7026110887527466,0.2272913008928299,0.012239338830113411,0.9842019081115723,227291300892.8299
transformer_blocks.14.norm1.linear.weight,transformer_blocks.14.norm1,0.0,0.0,0.0,1.0,14155776,26.18048095703125,0.5772103071212769,0.0034032100811600685,0.8314728140830994,577210307121.2769
transformer_blocks.14.norm1_context.linear.bias,transformer_blocks.14.norm1_context,0.0,0.0,0.0,1.0,9216,4.237575054168701,0.19168676435947418,0.027639320120215416,0.9928639531135559,191686764359.47418
transformer_blocks.14.norm1_context.linear.weight,transformer_blocks.14.norm1_context,0.0,0.0,0.0,1.0000001192092896,14155776,21.783702850341797,0.2824798822402954,0.0018771854229271412,0.9646111130714417,282479882240.2954
transformer_blocks.15.attn.add_k_proj.bias,transformer_blocks.15.attn,0.0,0.0,0.0,1.0000001192092896,1536,1.0059332847595215,0.7205596566200256,0.019180960953235626,0.8724444508552551,720559656620.0256
transformer_blocks.15.attn.add_k_proj.weight,transformer_blocks.15.attn,0.0,0.0,0.0,1.0,2359296,41.75465393066406,0.6308771967887878,0.02164238505065441,0.8087741136550903,630877196788.7878
transformer_blocks.15.attn.add_q_proj.bias,transformer_blocks.15.attn,0.0,0.0,0.0,1.0000001192092896,1536,0.9028800129890442,0.35868513584136963,0.018096445128321648,0.938446581363678,358685135841.3696
transformer_blocks.15.attn.add_q_proj.weight,transformer_blocks.15.attn,0.0,0.0,0.0,1.0,2359296,38.54770278930664,0.6455990076065063,0.019989393651485443,0.8042722940444946,645599007606.5063
transformer_blocks.15.attn.add_v_proj.bias,transformer_blocks.15.attn,0.0,0.0,0.0,1.0000001192092896,1536,0.38016000390052795,0.44961610436439514,0.00747629813849926,0.8958686590194702,449616104364.39514
transformer_blocks.15.attn.add_v_proj.weight,transformer_blocks.15.attn,0.0,0.0,0.0,0.9999998807907104,2359296,39.497127532958984,0.5344971418380737,0.020420093089342117,0.8543721437454224,534497141838.0737
transformer_blocks.15.attn.norm_added_k.weight,transformer_blocks.15.attn,0.0,0.0,0.0,1.0,64,0.4530274569988251,0.04575536027550697,0.04598120599985123,0.999525249004364,45755360275.50697
transformer_blocks.15.attn.norm_added_q.weight,transformer_blocks.15.attn,0.0,0.0,0.0,1.0,64,0.6214036345481873,0.06434422731399536,0.06087474524974823,0.9979568719863892,64344227313.99536
transformer_blocks.15.attn.norm_k.weight,transformer_blocks.15.attn,0.0,0.0,0.0,1.0,64,1.6628648042678833,0.14900222420692444,0.15173651278018951,0.9888395667076111,149002224206.92444
transformer_blocks.15.attn.norm_q.weight,transformer_blocks.15.attn,0.0,0.0,0.0,1.0,64,1.813542127609253,0.16011065244674683,0.20447665452957153,0.9949857592582703,160110652446.74683
transformer_blocks.15.attn.to_add_out.bias,transformer_blocks.15.attn,0.0,0.0,0.0,0.9999998807907104,1536,0.3340062201023102,0.620039165019989,0.0062499139457941055,0.8740584254264832,620039165019.989
transformer_blocks.15.attn.to_add_out.weight,transformer_blocks.15.attn,0.0,0.0,0.0,1.0,2359296,35.799652099609375,0.42920294404029846,0.01851520873606205,0.9042361378669739,429202944040.29846
transformer_blocks.15.attn.to_k.bias,transformer_blocks.15.attn,0.0,0.0,0.0,1.0000001192092896,1536,1.412458062171936,1.131349802017212,0.024465404450893402,0.6660147905349731,1131349802017.212
transformer_blocks.15.attn.to_k.weight,transformer_blocks.15.attn,0.0,0.0,0.0,0.9999998807907104,2359296,41.250083923339844,0.6280872225761414,0.02132909931242466,0.8132804036140442,628087222576.1414
transformer_blocks.15.attn.to_k_control.bias,transformer_blocks.15.attn,0.0,0.0,0.0,0.0,1536,0.0,0.0,0.0,0.0,0.0
transformer_blocks.15.attn.to_k_control.weight,transformer_blocks.15.attn,0.0,0.0,0.0,0.0,2359296,0.0,0.0,0.0,0.0,0.0
transformer_blocks.15.attn.to_out.0.bias,transformer_blocks.15.attn,0.0,0.0,0.0,0.9999998807907104,1536,0.47793617844581604,0.4188457131385803,0.007829549722373486,0.9509402513504028,418845713138.5803
transformer_blocks.15.attn.to_out.0.weight,transformer_blocks.15.attn,0.0,0.0,0.0,1.0,2359296,36.377410888671875,0.49425673484802246,0.018797870725393295,0.8767063617706299,494256734848.02246
transformer_blocks.15.attn.to_out_control.bias,transformer_blocks.15.attn,0.0001320645969826728,0.00020771767594851553,2.2981776055530645e-06,1.0,1536,0.8320666551589966,1.3087152242660522,0.01583077572286129,0.5425006151199341,6300.451860870886
transformer_blocks.15.attn.to_out_control.weight,transformer_blocks.15.attn,0.008729818277060986,0.00020730668620672077,3.8132820918690413e-06,1.0,2359296,39.063743591308594,0.9276453256607056,0.020159048959612846,0.6853318214416504,4474.748683508131
transformer_blocks.15.attn.to_q.bias,transformer_blocks.15.attn,0.0,0.0,0.0,0.9999998807907104,1536,0.7046927213668823,0.32294949889183044,0.013500478118658066,0.9472107887268066,322949498891.83044
transformer_blocks.15.attn.to_q.weight,transformer_blocks.15.attn,0.0,0.0,0.0,0.9999998807907104,2359296,40.618125915527344,0.5917548537254333,0.021016405895352364,0.8312849998474121,591754853725.4333
transformer_blocks.15.attn.to_q_control.bias,transformer_blocks.15.attn,4.4033542508259416e-05,0.00020613208471331745,7.92036530583573e-07,1.0,1536,0.8726652264595032,4.085165500640869,0.017100950703024864,0.6013100743293762,19818.193206090193
transformer_blocks.15.attn.to_q_control.weight,transformer_blocks.15.attn,0.00672767823562026,0.00020714847778435796,2.9360771804931574e-06,1.0,2359296,37.986244201660156,1.1696149110794067,0.0196756049990654,0.6034756898880005,5646.263578391896
transformer_blocks.15.attn.to_v.bias,transformer_blocks.15.attn,0.0,0.0,0.0,1.0,1536,0.3438493609428406,0.621952474117279,0.00696292519569397,0.783061146736145,621952474117.279
transformer_blocks.15.attn.to_v.weight,transformer_blocks.15.attn,0.0,0.0,0.0,1.0,2359296,37.7640380859375,0.4574391841888428,0.0194537416100502,0.8926665186882019,457439184188.8428
transformer_blocks.15.attn.to_v_control.bias,transformer_blocks.15.attn,9.439604764338583e-05,0.00020361097995191813,1.6262900999208796e-06,0.9999998807907104,1536,0.4753377139568329,1.025296926498413,0.009537018835544586,0.6258366107940674,5035.567933050392
transformer_blocks.15.attn.to_v_control.weight,transformer_blocks.15.attn,0.006015297025442123,0.00020764836517628282,2.638084652062389e-06,0.9999999403953552,2359296,30.66172981262207,1.0584444999694824,0.015882382169365883,0.5995733141899109,5097.292694664967
transformer_blocks.15.ff.control_conv.bias,transformer_blocks.15.ff,0.0005346922553144395,0.00021236043539829552,4.153478585067205e-06,1.0,6144,2.050294876098633,0.8143029808998108,0.020737767219543457,0.6605728268623352,3834.53243320961
transformer_blocks.15.ff.control_conv.weight,transformer_blocks.15.ff,0.0025073785800486803,0.00020709446107503027,5.853496077179443e-06,1.0,55296,7.772474765777588,0.6419599056243896,0.02532702498137951,0.8451105952262878,3099.841005848856
transformer_blocks.15.ff.net.0.proj.bias,transformer_blocks.15.ff,0.0,0.0,0.0,0.9999998807907104,6144,1.0207741260528564,0.3959530293941498,0.010206568986177444,0.9333763718605042,395953029394.1498
transformer_blocks.15.ff.net.0.proj.weight,transformer_blocks.15.ff,0.0,0.0,0.0,1.0000001192092896,9437184,80.31912994384766,0.5691715478897095,0.020751863718032837,0.8418695330619812,569171547889.7095
transformer_blocks.15.ff.net.2.bias,transformer_blocks.15.ff,0.0,0.0,0.0,1.0,1536,0.41814419627189636,0.44009074568748474,0.0069170137867331505,0.9311884641647339,440090745687.48474
transformer_blocks.15.ff.net.2.weight,transformer_blocks.15.ff,0.0,0.0,0.0,0.9999997615814209,9437184,77.7842788696289,0.5819597840309143,0.020082363858819008,0.8383733630180359,581959784030.9143
transformer_blocks.15.ff_context.net.0.proj.bias,transformer_blocks.15.ff_context,0.0,0.0,0.0,1.0,6144,0.5952173471450806,0.7694029211997986,0.005508442874997854,0.8855187296867371,769402921199.7986
transformer_blocks.15.ff_context.net.0.proj.weight,transformer_blocks.15.ff_context,0.0,0.0,0.0,1.0,9437184,30.77497100830078,0.5663502216339111,0.007239308673888445,0.8480035662651062,566350221633.9111
transformer_blocks.15.ff_context.net.2.bias,transformer_blocks.15.ff_context,0.0,0.0,0.0,0.9999998807907104,1536,0.1192476898431778,0.6341526508331299,0.0006919269217178226,0.8981427550315857,634152650833.1299
transformer_blocks.15.ff_context.net.2.weight,transformer_blocks.15.ff_context,0.0,0.0,0.0,1.0,9437184,9.129203796386719,0.2518674433231354,0.001774026546627283,0.9737310409545898,251867443323.13538
transformer_blocks.15.norm1.linear.bias,transformer_blocks.15.norm1,0.0,0.0,0.0,1.0000001192092896,9216,1.7653145790100098,0.23890846967697144,0.012855778448283672,0.9837275147438049,238908469676.97144
transformer_blocks.15.norm1.linear.weight,transformer_blocks.15.norm1,0.0,0.0,0.0,1.0,14155776,25.010385513305664,0.5879477858543396,0.003211305011063814,0.8237070441246033,587947785854.3396
transformer_blocks.15.norm1_context.linear.bias,transformer_blocks.15.norm1_context,0.0,0.0,0.0,1.0,9216,3.5320067405700684,0.21194398403167725,0.02121034450829029,0.9953077435493469,211943984031.67725
transformer_blocks.15.norm1_context.linear.weight,transformer_blocks.15.norm1_context,0.0,0.0,0.0,0.9999998807907104,14155776,16.1064510345459,0.2778777480125427,0.0012363524874672294,0.970371663570404,277877748012.5427
transformer_blocks.16.attn.add_k_proj.bias,transformer_blocks.16.attn,0.40538015961647034,0.24045081436634064,0.008013080805540085,0.9731574654579163,1536,0.9822395443916321,0.5826143622398376,0.01832345873117447,0.8805651068687439,2.4230084800202345
transformer_blocks.16.attn.add_k_proj.weight,transformer_blocks.16.attn,43.136653900146484,0.6440501809120178,0.022180067375302315,0.8037314414978027,2359296,41.064300537109375,0.6131089925765991,0.021234968677163124,0.8136893510818481,0.9519584199284661
transformer_blocks.16.attn.add_q_proj.bias,transformer_blocks.16.attn,0.4583936035633087,0.21515457332134247,0.009204337373375893,0.986628532409668,1536,0.810697615146637,0.3805142641067505,0.016225889325141907,0.9334304332733154,1.7685622863180683
transformer_blocks.16.attn.add_q_proj.weight,transformer_blocks.16.attn,42.18955993652344,0.7090041637420654,0.021714380010962486,0.7767996788024902,2359296,37.65061950683594,0.6327263712882996,0.019518928602337837,0.8103480935096741,0.892415593087535
transformer_blocks.16.attn.add_v_proj.bias,transformer_blocks.16.attn,0.20254990458488464,0.2643699645996094,0.0037281501572579145,0.9867695569992065,1536,0.41600486636161804,0.5429732799530029,0.007903623394668102,0.8540011644363403,2.053838758776122
transformer_blocks.16.attn.add_v_proj.weight,transformer_blocks.16.attn,36.523136138916016,0.5546585321426392,0.018463341519236565,0.8468060493469238,2359296,37.99001693725586,0.5769352912902832,0.01959051378071308,0.8325488567352295,1.040163015361089
transformer_blocks.16.attn.norm_added_k.weight,transformer_blocks.16.attn,0.33918431401252747,0.03612210974097252,0.03668126463890076,0.9996783137321472,64,0.41445037722587585,0.04413772001862526,0.040103159844875336,0.9991782307624817,1.2219031594198084
transformer_blocks.16.attn.norm_added_q.weight,transformer_blocks.16.attn,0.6019229292869568,0.06404174864292145,0.06734177470207214,0.9992619752883911,64,0.4218028485774994,0.044877827167510986,0.04352300986647606,0.9992454051971436,0.7007589286331984
transformer_blocks.16.attn.norm_k.weight,transformer_blocks.16.attn,1.0271755456924438,0.08858926594257355,0.09754286706447601,0.9960797429084778,64,2.0416314601898193,0.17608150839805603,0.22092722356319427,0.9969692230224609,1.9876167447894892
transformer_blocks.16.attn.norm_q.weight,transformer_blocks.16.attn,2.1414859294891357,0.1882253885269165,0.23777244985103607,0.9963529706001282,64,3.772446632385254,0.3315782845020294,0.4588146507740021,0.9985319375991821,1.7616023380015584
transformer_blocks.16.attn.to_add_out.bias,transformer_blocks.16.attn,1.129652976989746,1.3756983280181885,0.019378382712602615,0.4817633032798767,1536,0.3672782778739929,0.44727373123168945,0.006992354057729244,0.916348934173584,0.32512486358524584
transformer_blocks.16.attn.to_add_out.weight,transformer_blocks.16.attn,44.9027214050293,0.5547066926956177,0.022929886355996132,0.8402754664421082,2359296,35.39649200439453,0.4372712969779968,0.018296966329216957,0.9004616737365723,0.7882928090380026
transformer_blocks.16.attn.to_k.bias,transformer_blocks.16.attn,0.325538694858551,0.2566845417022705,0.006094610318541527,0.9721750617027283,1536,1.7142980098724365,1.3517096042633057,0.024848639965057373,0.5921145677566528,5.26603431314494
transformer_blocks.16.attn.to_k.weight,transformer_blocks.16.attn,42.72676086425781,0.671920120716095,0.021876078099012375,0.7938413619995117,2359296,44.999290466308594,0.7076578736305237,0.022973814979195595,0.7639853358268738,1.0531875022216752
transformer_blocks.16.attn.to_k_control.bias,transformer_blocks.16.attn,0.0,0.0,0.0,0.0,1536,0.0,0.0,0.0,0.0,0.0
